"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"Zn(II)","SmallMoleculeReference",NA,"CAS:7440-66-6;ChEBI:CHEBI:29105;ChemSpider:29723;EcoCyc:ZN+2;HMDB:HMDB01303;IAF1260:zn2;KEGG LIGAND:C00038;MetaboLights:MTBLC29105;PubChem-compound:32051",NA
"glutarate","SmallMoleculeReference",NA,"ChEBI:CHEBI:30921;ChemSpider:3618533;EcoCyc:GLUTARATE;HMDB:HMDB00661;KEGG LIGAND:C00489;PubChem-compound:4418048;RefMet:Glutaric acid",NA
"adipic acid","SmallMoleculeReference",NA,"CAS:124-04-9;ChEBI:CHEBI:17128;ChemSpider:173250;EcoCyc:ADIPATE;HMDB:HMDB00448;KEGG LIGAND:C06104;PubChem-compound:200164;RefMet:Adipic acid",NA
"F","SmallMoleculeReference",NA,"EcoCyc:F",NA
"Cl","SmallMoleculeReference",NA,"EcoCyc:CL",NA
"succinate","SmallMoleculeReference",NA,"CAS:110-15-6;ChEBI:CHEBI:30031;ChemSpider:140973;EcoCyc:SUC;HMDB:HMDB00254;IAF1260:succ;KEGG LIGAND:C00042;KNApSAcK:C00001205;MetaboLights:MTBLC30031;PubChem-compound:160419;RefMet:Succinic acid",NA
"2-thiomalic acid","SmallMoleculeReference",NA,"ChEBI:CHEBI:38712;ChemSpider:4509083;EcoCyc:CPD0-1262;PubChem-compound:5352130",NA
"4-bromoisophthalate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1269;PubChem-compound:25202947",NA
"3,4-DHBA","SmallMoleculeReference",NA,"ChEBI:CHEBI:36241;ChemSpider:3353991;DrugBank:DB03946;EcoCyc:3-4-DIHYDROXYBENZOATE;HMDB:HMDB01856;KEGG LIGAND:C00230;KNApSAcK:C00002668;PubChem-compound:54675866;RefMet:Protocatechuic acid",NA
"1-amino-1,3-cyclohexanedicarboxylic acid","SmallMoleculeReference",NA,"EcoCyc:CPD0-1276;PubChem-compound:46926178",NA
"trans-glutaconic acid","SmallMoleculeReference",NA,"ChEBI:CHEBI:36460;ChemSpider:5306454;EcoCyc:GLUTACONATE;HMDB:HMDB00620;KEGG LIGAND:C02214;PubChem-compound:6932338;RefMet:Glutaconic acid",NA
"3,4,5-trihydroxybenzoic acid","SmallMoleculeReference",NA,"CAS:149-91-7;ChEBI:CHEBI:16918;ChemSpider:3790309;EcoCyc:CPD-183;HMDB:HMDB05807;KEGG LIGAND:C01424;PubChem-compound:54675821;RefMet:Gallic acid;UMBBD Compound:c0006",NA
"propanedioic acid","SmallMoleculeReference",NA,"CAS:141-82-2;ChEBI:CHEBI:15792;ChemSpider:8731;DrugBank:DB02201;EcoCyc:MALONATE;HMDB:HMDB00691;KEGG LIGAND:C00383;PubChem-compound:9084;RefMet:Malonic acid",NA
"P69908","ProteinReference","GadA","Database of Interacting Proteins:DIP-36201N;EcoCyc:GLUTDECARBOXA-MONOMER;EcoliWiki:b3517;MODBASE:P69908;Mint:MINT-1224142;NCBI Reference Sequences Database:NP_417974;Pride:P69908;Protein Model Portal:P69908;Protein Ontology:PRO_000022741;SWISS-MODEL:P69908;UniProt:P69908","InterPro:IPR002129;InterPro:IPR010107;InterPro:IPR015421;InterPro:IPR015422;InterPro:IPR015424;InterPro:IPR021115;Panther:PTHR43321;Pfam:PF00282;Prosite:PS00392;Protein Data Bank:1XEY"
"cis-butenedioic acid","SmallMoleculeReference",NA,"CAS:110-16-7;ChEBI:CHEBI:30780;ChemSpider:4450430;EcoCyc:MALEATE;HMDB:HMDB00176;KEGG LIGAND:C01384;PubChem-compound:5288227;RefMet:Maleic acid",NA
"4,5-dihydroxyisophthalate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1263;PubChem-compound:54746222",NA
"3-mercaptopropionate","SmallMoleculeReference",NA,"ChEBI:CHEBI:86386;ChemSpider:5414346;EcoCyc:CPD-7673;HMDB:HMDB41604;PubChem-compound:7057961",NA
"gamma;-amino-n-butyric acid","SmallMoleculeReference",NA,"CAS:56-12-2;ChEBI:CHEBI:59888;EcoCyc:4-AMINO-BUTYRATE;HMDB:HMDB00112;IAF1260:4abut;KEGG LIGAND:C00334;MetaboLights:MTBLC59888;PubChem-compound:6992099;RefMet:Gamma-Aminobutyric acid",NA
