"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"DPN-ox","SmallMoleculeReference",NA,"CAS:53-84-9;ChEBI:CHEBI:57540;ChemSpider:10239196;EcoCyc:NAD;HMDB:HMDB00902;IAF1260:nad;KEGG LIGAND:C00003;MetaboLights:MTBLC57540;PubChem-compound:15938971;RefMet:NAD+",NA
"perhydrol","SmallMoleculeReference",NA,"CAS:7722-84-1;ChEBI:CHEBI:16240;ChemSpider:763;EcoCyc:HYDROGEN-PEROXIDE;HMDB:HMDB03125;IAF1260:h2o2;KEGG LIGAND:C00027;MetaboLights:MTBLC16240;PubChem-compound:784",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"P37679","ProteinReference","SgbU","EcoCyc:EG12286-MONOMER;EcoliWiki:b3582;MODBASE:P37679;NCBI Reference Sequences Database:NP_418039;Pride:P37679;Protein Model Portal:P37679;SWISS-MODEL:P37679;UniProt:P37679","InterPro:IPR001719;InterPro:IPR004560;InterPro:IPR013022;Pfam:PF01261"
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"P37677","ProteinReference","LyxK","EcoCyc:LYXK-MONOMER;EcoliWiki:b3580;MODBASE:P37677;NCBI Reference Sequences Database:NP_418037;Pride:P37677;Protein Model Portal:P37677;Protein Ontology:PRO_000023142;SWISS-MODEL:P37677;UniProt:P37677","EcoO157Cyc:Z4878-MONOMER;InterPro:IPR000577;InterPro:IPR018483;InterPro:IPR018484;InterPro:IPR018485;Pfam:PF00370;Pfam:PF02782;Prosite:PS00445"
"P37678","ProteinReference","SgbH","Database of Interacting Proteins:DIP-10873N;EcoCyc:EG12285-MONOMER;EcoliWiki:b3581;MODBASE:P37678;Mint:MINT-1281843;NCBI Reference Sequences Database:NP_418038;Pride:P37678;Protein Model Portal:P37678;Protein Ontology:PRO_000023944;SWISS-MODEL:P37678;Swiss-Model:P37678;UniProt:P37678","InterPro:IPR001754;InterPro:IPR011060;InterPro:IPR013785;Pfam:PF00215;Smart:SM00934"
"L-tartaric acid","SmallMoleculeReference",NA,"CAS:87-69-4;ChEBI:CHEBI:30924;ChemSpider:106644;EcoCyc:TARTRATE;HMDB:HMDB00956;IAF1260:tartr__L;KEGG LIGAND:C00898;PubChem-compound:119400;RefMet:Tartaric acid",NA
"L-ribulose 5-phosphate","SmallMoleculeReference",NA,"CAS:2922-69-2;ChEBI:CHEBI:58226;ChemSpider:20015750;EcoCyc:L-RIBULOSE-5-P;IAF1260:ru5p__L;KEGG LIGAND:C01101;PubChem-compound:21145006",NA
"P37680","ProteinReference","SgbE","EcoCyc:EG12287-MONOMER;EcoliWiki:b3583;MODBASE:P37680;NCBI Reference Sequences Database:NP_418040;Pride:P37680;Protein Model Portal:P37680;Protein Ontology:PRO_000023943;SWISS-MODEL:P37680;Swiss-Model:P37680;UniProt:P37680","InterPro:IPR001303;InterPro:IPR004661;Pfam:PF00596;Smart:SM01007"
"3-keto-L-gulonate","SmallMoleculeReference",NA,"ChEBI:CHEBI:57655;EcoCyc:3-KETO-L-GULONATE;HMDB:HMDB06334;IAF1260:3dhguln;KEGG LIGAND:C00618;MetaboLights:MTBLC57655;PubChem-compound:46878417",NA
