"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"Sefril","SmallMoleculeReference",NA,"CAS:38821-53-3;ChEBI:CHEBI:3547;ChemSpider:34933;DrugBank:DB01333;EcoCyc:CPD0-2068;HMDB:HMDB15428;KEGG LIGAND:C06897;MetaboLights:MTBLC3547;PubChem-compound:40467109;RefMet:Cefradine",NA
"GlcNAc-1,6-anhydro-MurNAc-(L-alanyl-gamma;-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide","SmallMoleculeReference",NA,"EcoCyc:CPD-17985",NA
"amoxicillin","SmallMoleculeReference",NA,"ChEBI:CHEBI:2676;EcoCyc:CPD0-2608;PubChem-compound:40467057",NA
"nisin","SmallMoleculeReference",NA,"EcoCyc:CPD-12301;PubChem-compound:46173386",NA
"Carnosporin","SmallMoleculeReference",NA,"ChEBI:CHEBI:3534;EcoCyc:CPD-9227;HMDB:HMDB14707;MetaboLights:MTBLC3534;PubChem-compound:6560168",NA
"Glaxoridin","SmallMoleculeReference",NA,"ChEBI:CHEBI:3537;ChemSpider:5569;EcoCyc:CPD-9228;KEGG LIGAND:C11754;MetaboLights:MTBLC3537;PubChem-compound:5773",NA
"ethylenediaminetetraacetate","SmallMoleculeReference",NA,"ChEBI:CHEBI:64755;EcoCyc:EDTA;HMDB:HMDB15109;KEGG LIGAND:C00284;PubChem-compound:5246202;RefMet:Edetic Acid",NA
"macarbomycin","SmallMoleculeReference",NA,"EcoCyc:CPD0-2604;PubChem-compound:102472988",NA
"P29131","ProteinReference","FtsN","Database of Interacting Proteins:DIP-9705N;EcoCyc:EG11529-MONOMER;EcoliWiki:b3933;NCBI Reference Sequences Database:NP_418368;Pride:P29131;Protein Model Portal:P29131;Protein Ontology:PRO_000022721;SWISS-MODEL:P29131;UniProt:P29131","InterPro:IPR007730;InterPro:IPR011930;Panther:PTHR11064:SF65;Pfam:PF05036;Prosite:PS51724;Protein Data Bank:1UTA"
"meropenem","SmallMoleculeReference",NA,"ChEBI:CHEBI:43968;EcoCyc:CPD0-2611;KEGG LIGAND:D08185;PubChem-compound:40466974",NA
"a nascent peptidoglycan with (L-alanyl-gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide","SmallMoleculeReference",NA,"EcoCyc:CPD-17926",NA
"P75954","ProteinReference","YcfS","Database of Interacting Proteins:DIP-11546N;EcoCyc:G6571-MONOMER;EcoliWiki:b1113;Mint:MINT-1263012;NCBI Reference Sequences Database:NP_415631;Pride:P75954;Protein Model Portal:P75954;SWISS-MODEL:P75954;UniProt:P75954","InterPro:IPR005490;InterPro:IPR018392;Pfam:PF01476;Pfam:PF03734;Prosite:PS51782;Smart:SM00257"
"P77619","ProteinReference","YfeW","Database of Interacting Proteins:DIP-12021N;EcoCyc:G7265-MONOMER;EcoliWiki:b2430;MODBASE:P77619;NCBI Reference Sequences Database:NP_416925;Pride:P77619;Protein Model Portal:P77619;SWISS-MODEL:P77619;UniProt:P77619","InterPro:IPR001466;InterPro:IPR012338;InterPro:IPR022849;Pfam:PF00144;Prosite:PS51257"
"ristocetin","SmallMoleculeReference",NA,"ChEBI:CHEBI:85129;EcoCyc:CPD0-2606;PubChem-compound:131841548",NA
"(6R,7R)-3-[(carbamoyloxy)methyl]-7-{[(2Z)-2-furan-2-yl-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","SmallMoleculeReference",NA,"CAS:55268-75-2;ChEBI:CHEBI:3515;ChemSpider:4586393;DrugBank:DB01112;EcoCyc:CPD0-2069;HMDB:HMDB15244;KEGG LIGAND:C06894;MetaboLights:MTBLC3515;PubChem-compound:21680722;RefMet:Cefuroxime",NA
"DQ-2556","SmallMoleculeReference",NA,"ChemSpider:4589215;EcoCyc:CPD0-2613;PubChem-compound:6917924",NA
"cefsulodin","SmallMoleculeReference",NA,"ChEBI:CHEBI:3507;EcoCyc:CPD-19296;PubChem-compound:656575",NA
"N(4)-alkylated 3,4-dichlorobenzyloxybenzyl derivative of glycopeptide putrescinyl vancomycin","SmallMoleculeReference",NA,"EcoCyc:CPD0-2607",NA
