"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"guanosine-triphosphate","SmallMoleculeReference",NA,"CAS:86-01-1;ChEBI:CHEBI:37565;ChemSpider:5414499;EcoCyc:GTP;HMDB:HMDB01273;IAF1260:gtp;KEGG LIGAND:C00044;MetaboLights:MTBLC37565;PubChem-compound:7058167;RefMet:GTP",NA
"5-iododeoxycytidine-5'-triphosphate","SmallMoleculeReference",NA,"EcoCyc:CPD0-1344;PubChem-compound:122706513",NA
"2'-deoxyguanosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:2564-35-4;ChEBI:CHEBI:61429;EcoCyc:DGTP;HMDB:HMDB01440;IAF1260:dgtp;KEGG LIGAND:C00286;PubChem-compound:25246112;RefMet:dGTP",NA
"dGDP","SmallMoleculeReference",NA,"CAS:102783-74-4;ChEBI:CHEBI:58595;EcoCyc:DGDP;HMDB:HMDB00960;IAF1260:dgdp;KEGG LIGAND:C00361;MetaboLights:MTBLC58595;PubChem-compound:25245673;RefMet:dGDP",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"dADP","SmallMoleculeReference",NA,"CAS:2793-06-8;ChEBI:CHEBI:57667;ChemSpider:19992628;EcoCyc:DADP;HMDB:HMDB01508;IAF1260:dadp;KEGG LIGAND:C00206;MetaboLights:MTBLC57667;PubChem-compound:21125569;RefMet:dADP",NA
"deoxyuridine","SmallMoleculeReference",NA,"CAS:951-78-0;ChEBI:CHEBI:16450;ChemSpider:13118;DrugBank:DB02256;EcoCyc:DEOXYURIDINE;HMDB:HMDB00012;IAF1260:duri;KEGG LIGAND:C00526;MetaboLights:MTBLC16450;PubChem-compound:13712;RefMet:Deoxyuridine",NA
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"5-(chloromercuri)cytidine","SmallMoleculeReference",NA,"EcoCyc:CPD0-1711;PubChem-compound:15573107",NA
"TTP","SmallMoleculeReference",NA,"CAS:365-08-2;ChEBI:CHEBI:37568;ChemSpider:10160750;EcoCyc:TTP;HMDB:HMDB01342;IAF1260:dttp;KEGG LIGAND:C00459;MetaboLights:MTBLC37568;PubChem-compound:11988283;RefMet:TTP",NA
"GDP","SmallMoleculeReference",NA,"CAS:146-91-8;ChEBI:CHEBI:58189;ChemSpider:10239187;EcoCyc:GDP;HMDB:HMDB01201;IAF1260:gdp;KEGG LIGAND:C00035;MetaboLights:MTBLC58189;PubChem-compound:21604868;RefMet:GDP",NA
"T","SmallMoleculeReference",NA,"CAS:65-71-4;ChEBI:CHEBI:17821;ChemSpider:1103;DrugBank:DB03462;EcoCyc:THYMINE;HMDB:HMDB00262;IAF1260:thym;KEGG LIGAND:C00178;MetaboLights:MTBLC17821;PubChem-compound:1135;RefMet:Thymine",NA
"U","SmallMoleculeReference",NA,"CAS:66-22-8;ChEBI:CHEBI:17568;ChemSpider:1141;DrugBank:DB03419;EcoCyc:URACIL;HMDB:HMDB00300;IAF1260:ura;KEGG LIGAND:C00106;MetaboLights:MTBLC17568;PubChem-compound:1174;RefMet:Uracil",NA
"P0C037","ProteinReference","PpnP","EcoCyc:EG12159-MONOMER;EcoliWiki:b0391;NCBI Reference Sequences Database:NP_414925;Pride:P0C037;Protein Model Portal:P0C037;SWISS-MODEL:P0C037;UniProt:P0C037","InterPro:IPR009664;InterPro:IPR011051;InterPro:IPR014710;Pfam:PF06865"
"P07650","ProteinReference","DeoA","Database of Interacting Proteins:DIP-9426N;EcoCyc:DEOA-MONOMER;EcoliWiki:b4382;MODBASE:P07650;NCBI Reference Sequences Database:NP_418799;Pride:P07650;Protein Model Portal:P07650;SWISS-MODEL:P07650;Swiss-Model:P07650;UniProt:P07650","InterPro:IPR000053;InterPro:IPR000312;InterPro:IPR013102;InterPro:IPR013465;InterPro:IPR017459;InterPro:IPR017872;InterPro:IPR018090;Panther:PTHR10515;Pfam:PF00591;Pfam:PF02885;Pfam:PF07831;Prosite:PS00647;Protein Data Bank:1AZY;Protein Data Bank:1OTP;Protein Data Bank:1TPT;Protein Data Bank:2TPT;Protein Data Bank:4EAD;Protein Data Bank:4EAF;Protein Data Bank:4LHM;Smart:SM00941"
"hydroxymethyl-dCTP","SmallMoleculeReference",NA,"EcoCyc:CPD0-1346;PubChem-compound:46173400",NA
"deoxythymidylic acid","SmallMoleculeReference",NA,"CAS:365-07-1;ChEBI:CHEBI:63528;ChemSpider:10239189;EcoCyc:TMP;HMDB:HMDB01227;IAF1260:dtmp;KEGG LIGAND:C00364;MetaboLights:MTBLC63528;PubChem-compound:16755631;RefMet:dTMP",NA
"hydrogen ion","SmallMoleculeReference",NA,"CAS:12408-02-5;ChEBI:CHEBI:15378;ChemSpider:1010;EcoCyc:PROTON;HMDB:HMDB59597;IAF1260:h;KEGG LIGAND:C00080;PubChem-compound:1038",NA
