"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"guanosine-triphosphate","SmallMoleculeReference",NA,"CAS:86-01-1;ChEBI:CHEBI:37565;ChemSpider:5414499;EcoCyc:GTP;HMDB:HMDB01273;IAF1260:gtp;KEGG LIGAND:C00044;MetaboLights:MTBLC37565;PubChem-compound:7058167;RefMet:GTP",NA
"5-fluoropyrimidin-2-one-ribonucleoside","SmallMoleculeReference",NA,"EcoCyc:CPD0-1311;PubChem-compound:100551",NA
"Zn(II)","SmallMoleculeReference",NA,"CAS:7440-66-6;ChEBI:CHEBI:29105;ChemSpider:29723;EcoCyc:ZN+2;HMDB:HMDB01303;IAF1260:zn2;KEGG LIGAND:C00038;MetaboLights:MTBLC29105;PubChem-compound:32051",NA
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"pyrimidin-2-one-ribonucleoside","SmallMoleculeReference",NA,"ChEBI:CHEBI:46938;DrugBank:DB03068;EcoCyc:CPD0-1312;PubChem-compound:100016",NA
"C","SmallMoleculeReference",NA,"CAS:71-30-7;ChEBI:CHEBI:16040;ChemSpider:577;EcoCyc:CYTOSINE;HMDB:HMDB00630;IAF1260:csn;KEGG LIGAND:C00380;MetaboLights:MTBLC16040;PubChem-compound:597;RefMet:Cytosine",NA
"P12758","ProteinReference","Udp","Database of Interacting Proteins:DIP-11075N;EcoCyc:URPHOS-MONOMER;EcoliWiki:b3831;MODBASE:P12758;Mint:MINT-6478293;NCBI Reference Sequences Database:NP_418275;Pride:P12758;Protein Model Portal:P12758;Protein Ontology:PRO_000024163;SWISS-MODEL:P12758;UniProt:P12758","InterPro:IPR000845;InterPro:IPR010058;InterPro:IPR018016;Panther:PTHR43691:SF6;Pfam:PF01048;Prosite:PS01232;Protein Data Bank:1K3F;Protein Data Bank:1LX7;Protein Data Bank:1RXC;Protein Data Bank:1RXS;Protein Data Bank:1RXU;Protein Data Bank:1RXY;Protein Data Bank:1T0U;Protein Data Bank:1TGV;Protein Data Bank:1TGY;Protein Data Bank:1U1C;Protein Data Bank:1U1D;Protein Data Bank:1U1E;Protein Data Bank:1U1F;Protein Data Bank:1U1G;Protein Data Bank:3KVV"
"perhydrol","SmallMoleculeReference",NA,"CAS:7722-84-1;ChEBI:CHEBI:16240;ChemSpider:763;EcoCyc:HYDROGEN-PEROXIDE;HMDB:HMDB03125;IAF1260:h2o2;KEGG LIGAND:C00027;MetaboLights:MTBLC16240;PubChem-compound:784",NA
"adenosine-5-diphosphate","SmallMoleculeReference",NA,"CAS:58-64-0;ChEBI:CHEBI:456216;ChemSpider:5414423;EcoCyc:ADP;HMDB:HMDB01341;IAF1260:adp;KEGG LIGAND:C00008;MetaboLights:MTBLC456216;PubChem-compound:7058055;RefMet:ADP",NA
"a uridine nucleotide","SmallMoleculeReference",NA,"EcoCyc:Uridine-Nucleotides",NA
"5'-amino-5'-deoxyuridine","SmallMoleculeReference",NA,"EcoCyc:CPD0-1322;PubChem-compound:46926087",NA
