"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"NADPH","SmallMoleculeReference",NA,"CAS:2646-71-1;ChEBI:CHEBI:57783;ChemSpider:10239199;EcoCyc:NADPH;HMDB:HMDB00221;IAF1260:nadph;KEGG LIGAND:C00005;MetaboLights:MTBLC57783;PubChem-compound:15983949;RefMet:NADPH",NA
"A","SmallMoleculeReference","A","ChEBI:CHEBI:15339;EcoCyc:Acceptor;KEGG LIGAND:C00028",NA
"3-octaprenyl-4-hydroxybenzoate","SmallMoleculeReference",NA,"ChEBI:CHEBI:1617;ChemSpider:5256806;EcoCyc:3-OCTAPRENYL-4-HYDROXYBENZOATE;IAF1260:3ophb;KEGG LIGAND:C05809;PubChem-compound:54685638",NA
"OMHMB","SmallMoleculeReference",NA,"ChEBI:CHEBI:61705;EcoCyc:OCTAPRENYL-METHYL-OH-METHOXY-BENZQ;IAF1260:2omhmbl;KEGG LIGAND:C05815;PubChem-compound:50986110",NA
"NADP-ox","SmallMoleculeReference",NA,"CAS:53-59-8;ChEBI:CHEBI:58349;ChemSpider:10239198;EcoCyc:NADP;HMDB:HMDB00217;IAF1260:nadp;KEGG LIGAND:C00006;MetaboLights:MTBLC58349;PubChem-compound:15938972;RefMet:NADP+",NA
"ethylenediaminetetraacetate","SmallMoleculeReference",NA,"ChEBI:CHEBI:64755;EcoCyc:EDTA;HMDB:HMDB15109;KEGG LIGAND:C00284;PubChem-compound:5246202;RefMet:Edetic Acid",NA
"P0AGK1","ProteinReference","UbiA","EcoCyc:4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER;EcoliWiki:b4040;NCBI Reference Sequences Database:NP_418464;Pride:P0AGK1;Protein Model Portal:P0AGK1;Protein Ontology:PRO_000024155;SWISS-MODEL:P0AGK1;UniProt:P0AGK1","InterPro:IPR000537;InterPro:IPR006370;InterPro:IPR030470;InterPro:IPR031103;Pfam:PF01040;Prosite:PS00943"
"P17993","ProteinReference","UbiG","Database of Interacting Proteins:DIP-11070N;EcoCyc:DHHB-METHYLTRANSFER-MONOMER;EcoliWiki:b2232;MODBASE:P17993;Mint:MINT-1254635;NCBI Reference Sequences Database:NP_416735;Pride:P17993;Protein Model Portal:P17993;Protein Ontology:PRO_000024159;SWISS-MODEL:P17993;UniProt:P17993","InterPro:IPR010233;InterPro:IPR029063;Panther:PTHR23134;Pfam:PF13489;Protein Data Bank:4KDC;Protein Data Bank:4KDR;Protein Data Bank:5DPM"
"3alpha;,12alpha;-dihydroxy-5beta;-cholanate","SmallMoleculeReference",NA,"ChEBI:CHEBI:23614;ChemSpider:7827584;EcoCyc:DEOXYCHOLATE;HMDB:HMDB00626;KEGG LIGAND:C04483;MetaboLights:MTBLC23614;NCI Open DB:8797;PubChem-compound:9548661;RefMet:Deoxycholic acid",NA
