"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"guanosine-triphosphate","SmallMoleculeReference",NA,"CAS:86-01-1;ChEBI:CHEBI:37565;ChemSpider:5414499;EcoCyc:GTP;HMDB:HMDB01273;IAF1260:gtp;KEGG LIGAND:C00044;MetaboLights:MTBLC37565;PubChem-compound:7058167;RefMet:GTP",NA
"MoCo (dioxyo)","SmallMoleculeReference",NA,"ChEBI:CHEBI:71302;EcoCyc:CPD-8123;PubChem-compound:70680283",NA
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"A","SmallMoleculeReference","A","ChEBI:CHEBI:15339;EcoCyc:Acceptor;KEGG LIGAND:C00028",NA
"P30745","ProteinReference","MoaA","Database of Interacting Proteins:DIP-10228N;EcoCyc:EG11595-MONOMER;EcoliWiki:b0781;MODBASE:P30745;Mint:MINT-1229909;NCBI Reference Sequences Database:NP_415302;Pride:P30745;Protein Model Portal:P30745;Protein Ontology:PRO_000023260;SWISS-MODEL:P30745;UniProt:P30745","InterPro:IPR000385;InterPro:IPR006638;InterPro:IPR007197;InterPro:IPR010505;InterPro:IPR013483;InterPro:IPR013785;InterPro:IPR034481;Pfam:PF04055;Pfam:PF06463;Prosite:PS01305;Smart:SM00729"
"P78067","ProteinReference","YnjE","Database of Interacting Proteins:DIP-12782N;EcoCyc:G6952-MONOMER;EcoliWiki:b1757;MODBASE:P78067;NCBI Reference Sequences Database:NP_416271;Pride:P78067;Protein Model Portal:P78067;SWISS-MODEL:P78067;UniProt:P78067","InterPro:IPR001307;InterPro:IPR001763;Pfam:PF00581;Prosite:PS00380;Prosite:PS00683;Prosite:PS50206;Prosite:PS51257;Protein Data Bank:2WLR;Protein Data Bank:2WLX;Protein Data Bank:3IPO;Protein Data Bank:3IPP;Smart:SM00450"
"P30749","ProteinReference","MoaE","Database of Interacting Proteins:DIP-10232N;EcoCyc:EG11598-MONOMER;EcoliWiki:b0785;MODBASE:P30749;Mint:MINT-155543;NCBI Reference Sequences Database:NP_415306;Pride:P30749;Protein Model Portal:P30749;SWISS-MODEL:P30749;UniProt:P30749","InterPro:IPR003448;Panther:PTHR23404:SF12;Pfam:PF02391;Protein Data Bank:1FM0;Protein Data Bank:1FMA;Protein Data Bank:1NVI;Protein Data Bank:1NVJ;Protein Data Bank:3BII"
"P30748","ProteinReference",NA,"Database of Interacting Proteins:DIP-10231N;EcoCyc:EG11597-MONOMER;EcoliWiki:b0784;MODBASE:P30748;Mint:MINT-155528;NCBI Reference Sequences Database:NP_415305;Pride:P30748;Protein Model Portal:P30748;SWISS-MODEL:P30748;UniProt:P30748","InterPro:IPR003749;InterPro:IPR010034;InterPro:IPR012675;InterPro:IPR016155;Pfam:PF02597;Protein Data Bank:1FM0;Protein Data Bank:1FMA;Protein Data Bank:1JW9;Protein Data Bank:1JWA;Protein Data Bank:1JWB;Protein Data Bank:1NVI;Protein Data Bank:3BII"
"adenosine-5'-triphosphate","SmallMoleculeReference",NA,"CAS:56-65-5;ChEBI:CHEBI:30616;ChemSpider:4574455;EcoCyc:ATP;HMDB:HMDB00538;IAF1260:atp;KEGG LIGAND:C00002;MetaboLights:MTBLC30616;PubChem-compound:5461108;RefMet:ATP",NA
"P0AF03","ProteinReference","Mog","Database of Interacting Proteins:DIP-35784N;EcoCyc:EG11511-MONOMER;EcoliWiki:b0009;MODBASE:P0AF03;Mint:MINT-1238245;NCBI Reference Sequences Database:NP_414550;Pride:P0AF03;Protein Model Portal:P0AF03;SWISS-MODEL:P0AF03;Swiss-Model:P0AF03;UniProt:P0AF03","InterPro:IPR001453;InterPro:IPR008284;Pfam:PF00994;Prosite:PS01078;Protein Data Bank:1DI6;Protein Data Bank:1DI7;Smart:SM00852"
