"PARTICIPANT","PARTICIPANT_TYPE","PARTICIPANT_NAME","UNIFICATION_XREF","RELATIONSHIP_XREF"
"PP","SmallMoleculeReference",NA,"CAS:2466-09-3;ChEBI:CHEBI:29888;ChemSpider:996;DrugBank:DB04160;EcoCyc:PPI;HMDB:HMDB00250;IAF1260:ppi;KEGG LIGAND:C00013;MetaboLights:MTBLC33019;PubChem-compound:1023",NA
"BTS","SmallMoleculeReference",NA,"CAS:127-17-3;ChEBI:CHEBI:15361;ChemSpider:96901;EcoCyc:PYRUVATE;HMDB:HMDB00243;IAF1260:pyr;KEGG LIGAND:C00022;KNApSAcK:C00001200;MetaboLights:MTBLC15361;PubChem-compound:107735;RefMet:Pyruvic acid;UMBBD Compound:c0159",NA
"NADPH","SmallMoleculeReference",NA,"CAS:2646-71-1;ChEBI:CHEBI:57783;ChemSpider:10239199;EcoCyc:NADPH;HMDB:HMDB00221;IAF1260:nadph;KEGG LIGAND:C00005;MetaboLights:MTBLC57783;PubChem-compound:15983949;RefMet:NADPH",NA
"2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate","SmallMoleculeReference",NA,"ChEBI:CHEBI:62899;EcoCyc:CPD-13575;PubChem-compound:53477654",NA
"iminoacetate","SmallMoleculeReference",NA,"ChEBI:CHEBI:53664;ChemSpider:15272272;EcoCyc:CPD-12279;PubChem-compound:23347814;RefMet:Dehydroglycine",NA
"NADP-ox","SmallMoleculeReference",NA,"CAS:53-59-8;ChEBI:CHEBI:58349;ChemSpider:10239198;EcoCyc:NADP;HMDB:HMDB00217;IAF1260:nadp;KEGG LIGAND:C00006;MetaboLights:MTBLC58349;PubChem-compound:15938972;RefMet:NADP+",NA
"glyox","SmallMoleculeReference",NA,"CAS:298-12-4;ChEBI:CHEBI:36655;EcoCyc:GLYOX;HMDB:HMDB00119;IAF1260:glx;KEGG LIGAND:C00048;KNApSAcK:C00001186;MetaboLights:MTBLC36655;PubChem-compound:3614358;RefMet:Glyoxylic acid",NA
"monomethylacetylphosphonate","SmallMoleculeReference",NA,"EcoCyc:METHYL-ACETYLPHOSPHONATE;PubChem-compound:656481",NA
"P30140","ProteinReference","ThiH","Database of Interacting Proteins:DIP-6869N;EcoCyc:THIH-MONOMER;EcoliWiki:b3990;MODBASE:P30140;NCBI Reference Sequences Database:NP_418417;Pride:P30140;Protein Model Portal:P30140;Protein Ontology:PRO_000024057;SWISS-MODEL:P30140;UniProt:P30140","InterPro:IPR007197;InterPro:IPR010722;InterPro:IPR012726;InterPro:IPR013785;Panther:PTHR43583:SF1;Pfam:PF04055;Pfam:PF06968;Smart:SM00876"
"P77718","ProteinReference","ThiI","Database of Interacting Proteins:DIP-10985N;EcoCyc:THII-MONOMER;EcoliWiki:b0423;MODBASE:P77718;NCBI Reference Sequences Database:NP_414957;Pride:P77718;Protein Model Portal:P77718;Protein Ontology:PRO_000024058;SWISS-MODEL:P77718;UniProt:P77718","InterPro:IPR001763;InterPro:IPR003720;InterPro:IPR004114;InterPro:IPR014729;InterPro:IPR020536;InterPro:IPR026340;Pfam:PF02568;Pfam:PF02926;Prosite:PS50206;Prosite:PS51165;Smart:SM00981"
